Name,Likes,label,Comments,,,
,,bully,this isn't hate  this is survival for the eagles. stompin the giants alone won't get us in the playoffs. the cowgurls gotta lose,,,
,,bully,"the lox ""f**k you "" ""keep it thoro"" prodigy  ""we run this"" fat joe  ""i come thru"" styles and nore  ""broken language"" smooth",,,
,,bully,you sir  are an ass. ;),,,
,,bully,I never really thought about it  but I nearly always eat a big-ass plate of spaghetti and watch Goodfellas on Christmas eve,,,
,,bully,ARE YOU KIDDING ME?! Quick! Forget the prenup! Get lo-jack implanted in the new wife instead! I think he's an ass.,,,
,,bully,that's weird  because I hate them the second time I see them.  First time is ok but they get old quick.,,,
,,bully,because the sandman is being a punk ass ho...,,,
,,bully,"We just call that ""whiskey dick.""",,,
,,bully,lol just rhyming  gay i know,,,
,,bully,"i'm glad someone is teaching that 3-year-old how to ""slap dat ass"" :)",,,
,,bully,yeah but zro rly is the eMo city don,,,
,,bully,Then you should make fun of her for not looking at your ass.,,,
,,bully,i second that. i hate banks,,,
,,bully,She can bust her ass on stage and GAIN fans  You gotta love her.,,,
,,bully,@Dave_Malby acting as Colfax Chick's agent! After bully00 followers I will make sure to get her ass down here and tweet with everyone,,,
,,bully,The fail whale was shown when twitter went down. It was a whale being lifted by birds.,,,
,,bully,dont hate too hard!  it hasn't been very warm here lately!,,,
,,bully,fuck right,,,
,,bully,omg! what are you in the mood for.. i crock pot my ass off!,,,
,,bully,ooh im sorry my non celibate ass mourns for ur celibacy and it sorry demise my condolences http://twurl.nl/abully6z8c,,,
,,bully,damn kid...condolences homie http://twurl.nl/i3pwps,,,
,,bully,I never took you for a sore (at least for the players getting kicked in the goolies) loser LOL,,,
,,bully,@derekbender It takes a real scumbag to steal from a community. Whoever stole the foosball table can bet I will fuck you up.,,,
,,bully,"did you come up with the ""server-hugger"" moniker  or what some other wise-ass?",,,
,,bully,Pains in the ass cause that twitch!!! I am telling ya,,,
,,bully,horrified mum can squlor (he hasnt been gone long enough) Im a chiness pig its what we do riding this till the end of 2008,,,
,,bully,"""Big Ass"" was this past weekend and went well  #2 (Last Minute Maul) is this weekend.",,,
,,bully,you need some sort of ... ass whoopin...,,,
,,bully,im not that crippled  in gym we were laying on our stomachs and some fat kid landed on my upright foot and it hurts like a mofo,,,
,,bully,"that  and ""I'm not gay"" aw I miss bonez.  I hope he's not in prison.",,,
,,bully,- you are a man of action. great work Daniel. don't forget to record your fat loss seminar!,,,
,,bully,not really; i think i named all of them  which kind of sucks.,,,
,,bully,"I thought Emo's don't ""squeeee"". I thought it was more of moan",,,
,,bully,bully8 fuckin children. damn....,,,
,,bully,he was given one extra ticket from a coworker so henceforth my ass stays here.,,,
,,bully,I'm sick of this bitch. He's wrecked enough of my life and I want him gone.,,,
,,bully,I STILL HATE YOU.,,,
,,bully,sucks for you,,,
,,bully,yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting,,,
,,bully,was that a racial comment? on it's going down!! bitch!,,,
,,bully,your mom/dad hate my monroe :(!!!!,,,
,,bully,yeah dat bitch stabbed me in my eye when I was trying to hit the snooze buttone this morning,,,
,,bully,Damn Danica! I know BK went hard  but shiit...we evoke tears  too? Lol,,,
,,bully,I hate 2 sound like a nigga but...will there be food? Lol,,,
,,bully,:(( @ tweet tweet you cookie crumble ass nigga,,,
,,bully,his haircut look like them fast ass Black Beetles on Super Mario Bros.,,,
,,bully,WHAT THE FUCK?! WHY?! Do they have fucking brains?!,,,
,,bully,I would have done it by now tbh. I have no words except just WHAT THE SHITTING FUCK ARE THEY THINKING!,,,
,,bully,in time for when I travel and the train company still refused to let me travel. The fucking wankers.,,,
,,bully,i fucking hate when free 70$ cheques just up and think they can walk away,,,
,,bully,Get Shit Done Day is almost over  fuck it  you should come,,,
,,bully,fuck em!,,,
,,bully,Thats what my aunt says. Still TMI. lol What are u watchin wit fat folks on it?,,,
,,bully,*throws all 52 dollars in my pocket at you* Let me hit the MAC. Ill be RIGHT back. Hold that pose *forgets pin number* FUCK!,,,
,,bully,"""loser""?",,,
,,bully,ok  I had to say cock-blocked cuz  you know  it's a rooster. But apparently favrd doesn't like me,,,
,,bully,there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit,,,
,,bully,Retard. Section E is?,,,
,,bully,you need to work in that department so you can clean your smelly ass.,,,
,,bully,I can guess  smelly slut.,,,
,,bully,bitch you wanna go? Ill kick your ass,,,
,,bully,whoa be nice guys.. Whats all this FOOL and LOSER talk?,,,
,,bully,wow.. Thats how people get fat haha,,,
,,bully,I'm keeping it now *just* to piss you off. hehehe,,,
,,bully,Or  he's just sick of hearing me bitch about the cold and doesn't know what else to get me. I like your theory better  lol.,,,
,,bully,oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks,,,
,,bully,I would be saying the same damn thing about you. LMAO idc if I know you I'd be like see that ridiculous bitch? RI-DIC-U-LOUS,,,
,,bully,wristband is shipping can they put those assclowns in the mail next to be delivered to an ass whoopin?,,,
,,bully,the day after christmas and not yet :/ so I will be there early sigh fuck my life,,,
,,bully,And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.,,,
,,bully,fuck Dreamhost. that is all.,,,
,,bully,"Ooh  You mean Whooty's = ""Wht grls w/ bootys"". LOL! my lil bro put me on to that corny ass saying.",,,
,,bully,dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!,,,
,,bully,Gay!,,,
,,bully,grab that... It's yours  bitch!,,,
,,bully,Okay  now we've established that  would you go gay for $7?,,,
,,bully,gay people have just as much of a right to be as miserable as straight people! ;),,,
,,bully,In Ala-God-Damn-Bama  that would be Bidness Skool  right?,,,
,,bully,att is run by the devil  i hate them,,,
,,bully,#NAME?,,,
,,bully,Damn............I guess he has a life :(   hahahahahha,,,
,,bully,Did you just call me a bitch?  You're still upset because @CatalinaLoves is moving in on your bitch.,,,
,,bully,you should start obsessing over him it might freak the delivery guy out.,,,
,,bully,"""HOLY FUCKING SHIT THIS IS A RIP OFF OF ""foolin'"" BY DEF LEPPARD HAHAHAHAHAHAHhaahahhahaa fucking gay""",,,
,,bully,lots of ppl i know hate the song. was spreading it around & most ppl ask me whats wrong with me hehe. i think its so fantastic.,,,
,,bully,Fuck dude  you manage to do this every week!,,,
,,bully,yes.. flickr upload photo its sucks on eventbox.. huhuhu *tooos* gw juga gak make digg sama pownce,,,
,,bully,I almost punched her vagina into the new year... grrr she was a cunt bag. How is your trip going?,,,
,,bully,lets just hope i dont kick any ass. im in a violent mood.,,,
,,bully,yey for drunkenness! fuck drunk dialing or drunk texting! its all about the drunk tweeting!,,,
,,bully,hehe its all good. my drunken ass is moving off of twirl and to the crack...berry that is.  :) feel free to txt me yo. 3204694bully36,,,
,,bully,I hate when I text somebody and they immediately call me.  Hey fuckface  if I wanted to hear your ugly voice I would have called you!,,,
,,bully,did i jus get a reply from an emo asian!? CRAZY!,,,
,,bully,"and yes.  true life ""i have tourettes"" is genius.  so is ""i went to fat camp"".  lmaooooooo",,,
,,bully,aliea you better stay away from jesse james joplin the third!!!!!!!!  i don't give a fuck  bitch,,,
,,bully,get on messenger already whore.,,,
,,bully,"I just assumed when you said ""meet"" you mean suck his dick  cuz that's what you do when you go to ""meet"" people.",,,
,,bully,no im just fucking pissed at shit,,,
,,bully,Fuck that shit. She wasn't even right about the older men I was hitting on.,,,
,,bully,LIKE YOU HATE A HUNDRED DOLLAR TIP. the other strippers must be SO JELLY. JAAAAY KAAAAAYYYYYY,,,
,,bully,OMFG. I JUST FIGURED OUT THAT @SHIT. AND MY FIRM'S IT GUY TRIED TO GET ME INTO CHUCK. IT'S REALLY NERD-O.,,,
,,bully,I wouldn't with ur dick! Now u owe me one!,,,
,,bully,like I said  I wouldn't even do it with your dick!,,,
,,bully,my dad started all this bullshit with my fam. He's such a fucking dumbass.,,,
,,bully,why do i imagine gouthami in police dress kannu adchifying and asking u for a lift! damn  i must stop these perverted thoughts!!!,,,
,,bully,lock it  yank his rights on both his accounts.  He's been a little bitch lately and I'm sick of it.,,,
,,bully,Then Clive is a total pussy and after reading his Dominion shit I do not believe that. Oh Clive so many missteps.,,,
,,bully,fuck you,,,
,,bully,Maybe you should get your dick out of your ear next time I'm explaining them to you!!,,,
,,bully,Nerd.,,,
,,bully,congrats on the Entrepreneur.com plug for Your Pitch Sucks http://bit.ly/pS0M !,,,
,,bully,yo I will nerd out on this shit all day!,,,
,,bully,dude ur wack ass better be playin at medium or above cuz u need to step up ur game if u wanna challenge a rock god such as myself,,,
,,bully,fuck outta here - for reals?,,,
,,bully,I LOVE how that statement was misconstrued as GAY!!!!,,,
,,bully,LOL!!! VIOLATOR IS THE TRUTH!!! HATE THEM AND U MUST HATE URSELF!!!,,,
,,bully,You're soft...Dude ran our country into the ground with no shame whatsoever...People need to be throwing boots  fuck a shoe...,,,
,,bully,Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...,,,
,,bully,Fuck that  boo the DJs who don't play Che..Dude has at least 5 songs every DJ should be playin HEAVILY...DJs need to stop slackin.,,,
,,bully,Fuck a serato record  I was worried about my windows crackin..lol..I can live w/o a serato record  I don't have a backup window.,,,
,,bully,"I think Bangladesh did ""What's Your Fantasy""  and fuck what   anyone says  that song is a JAM...can't front on it...",,,
,,bully,grown ass kid lol,,,
,,bully,hate it all you want but its a hit record. And Jumpin Out the Window is by Ron Browz. I know its gotta be hot in NY.,,,
,,bully,women lie too. I know a bitch who was pimping herself out on craigslist. Yes  craigslist. I didn't believe it till that email.,,,
,,bully,Bitch I will cut you! @strong_bow Whatever happened to just smoking weed? @inject Because it makes us feel so good.,,,
,,bully,beat that bitch with a bat,,,
,,bully,biiiiiishop! - fuck u want? - yo ass punk...,,,
,,bully,yo Zee  you keep your hair tighter than frog ass.,,,
,,bully,if you don't know who i am  why follow me? get a fucking life and stop bitching about the past,,,
,,bully,NOONONOONONNNOONONNONONONOONON cock mongler..... you didn't eve nstraighten it...,,,
,,bully,I think i done bounced half my ass off LOL,,,
,,bully,"yo freak ""sarath freak""",,,
,,bully,I nominate @jcroft for a Shorty Award in #down-ass-bitches because she totally is one.,,,
,,bully,sucks man.,,,
,,bully,totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded,,,
,,bully,Love hate?,,,
,,bully,"Reminds me of another apt metaphor (Northerners say ""fuck you"" to mean ""how nice""; Southerners say ""how nice"" to mean ""fuck you"").",,,
,,bully,That's just one of many examples of Superman being a dick. http://tinyurl.com/5sgv8c,,,
,,bully,"""run over my a Hyundai and ass raped by Clay Aiken."" I would so prefer it the other way around.",,,
,,bully,well... the giant carts slamming into your ass isn't SOOO bad. But the sample hogs are pretty gross.,,,
,,bully,@alwaysgayalways You both need to watch/rewatch it. But more to sate your nerd jones than your gay-wadishness.,,,
,,bully,you'll be a a monit-whore.,,,
,,bully,i hate you,,,
,,bully,ohh damn bummer,,,
,,bully,ohh everytime I see that nasty ass husband  wants me to beat the shit outta him,,,
,,bully,lmao!!! seriously and I live in the middle of BFE!! Will you combat being a glow stick or let winter be a bitch?,,,
,,bully,haha naw pink fuck that! You just know what you want  and I feel you. whoo-hoo! lmao!!,,,
,,bully,"no flash?  how good is the ""low light setting"" on cameraphones these days?  it pretty much sucks on my Tilt.",,,
,,bully,"They beeped out ""cock"" .. eh gad! What do they do with vera on corination street with here ""Coming to the rovers cock?""",,,
